Category,Subcategory,Subcategory2,Command,Notes
Events,Kleptocracy Sector Events,,EVENT NEBULA_SLUG_DOORS,[!] 
Events,Kleptocracy Sector Events,,EVENT NEBULA_SLUG_OXYGEN,[!] 
Events,Kleptocracy Sector Events,,EVENT NEBULA_SLUG_MEDBAY,[!] 
Events,Kleptocracy Sector Events,,EVENT NEBULA_ENCOUNTER_SLUG_HACKER,[!] 
Events,Kleptocracy Sector Events,,EVENT NEBULA_ENCOUNTER_SLUG_ELITE,[!] 
Events,Kleptocracy Sector Events,,EVENT NEBULA_LIGHT_DISTRESS_SLOCKNOG_START,[!] 
Events,Kleptocracy Sector Events,,EVENT NEBULA_SLUG_UNLOCK,[!] 
Events,Kleptocracy Sector Events,,EVENT SLUG_UNLOCK_2_MV,
Events,Kleptocracy Sector Events,,EVENT NEBULA_LIGHT_SLUG_PLEASURE_1,[!] 
Events,Kleptocracy Sector Events,,EVENT SLUG_LIGHT_PLEASURE_2_NOQUEST,
Events,Kleptocracy Sector Events,,EVENT SLUG_LIGHT_PLEASURE_2,
Events,Lanius Sector Events,,EVENT FINISH_BEACON_LANIUS,
Events,Lanius Sector Events,,EVENT LANIUS_LANGUAGE,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_INJURED,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_FREEMANTIS_DEAD,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_LUNG_SCAN,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_FREE_STUFF_MV,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_RESEARCHER_CONTACT_MV,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_RESEARCHER_CRAFT_MV,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_TRADER_TRANSLATOR_MV,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_TRADER_MV,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_ASTEROID_COLONY,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_MUTUAL_FEAST,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_CIVILIAN_MV,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_SOLO_SALVAGE_MV,
Events,Lanius Sector Events,,EVENT LANIUS_SCARED_CIVILIAN_MV,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_DORMANT_EVENT_MV,[!] 
Events,Lanius Sector Events,,EVENT DISTRESS_LANIUS_FEEDING,[!] 
Events,Lanius Sector Events,,EVENT DISTRESS_LANIUS_FIGHT,[!] 
Events,Lanius Sector Events,,EVENT DISTRESS_LANIUS_EMPTY,[!] 
Events,Lanius Sector Events,,EVENT DISTRESS_LANIUS_TRAP,[!] 
Events,Lanius Sector Events,,EVENT DISTRESS_LANIUS_SLUG,[!] 
Events,Lanius Sector Events,,EVENT DISTRESS_LANIUS_MANTIS,[!] 
Events,Lanius Sector Events,,EVENT DISTRESS_LANIUS_ROCK,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_ZOLTAN_PEACE,[!] 
Events,Lanius Sector Events,,EVENT QUEST_LANIUS_ZOLTAN_PEACE,
Events,Lanius Sector Events,,EVENT LANIUS_BEACON_EATER,[!] 
Events,Lanius Sector Events,,EVENT ENCOUNTER_LANIUS_SWARM,
Events,Lanius Sector Events,,EVENT ENCOUNTER_LANIUS_ASTEROID,[!] 
Events,Lanius Sector Events,,EVENT ENCOUNTER_LANIUS_PULSAR,[!] 
Events,Lanius Sector Events,,EVENT ENCOUNTER_LANIUS_PDS,[!] 
Events,Lanius Sector Events,,EVENT ENCOUNTER_REBEL_LANIUS,
Events,Lanius Sector Events,,EVENT ENCOUNTER_PIRATE_LANIUS,
Events,Lanius Sector Events,,EVENT ENCOUNTER_AUTO_LANIUS,
Events,Lanius Sector Events,,EVENT LANIUS_HARVESTER_MV,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_PUN,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_CONFUSED,[!] 
Events,Lanius Sector Events,,EVENT ENCOUNTER_LANIUS_ELITE,[!] 
Events,Lanius Sector Events,,EVENT LANIUS_GOLD,[!] 
Events,Lanius Sector Events,,EVENT BEACON_EATER_START,[!] 
Events,Lanius Sector Events,,EVENT QUEST_BEACON_EATER,
Events,Last Stand/Node 17 Events,,EVENT FEDERATION_BASE,
Events,Last Stand/Node 17 Events,,EVENT LAST_STAND_START,
Events,Last Stand/Node 17 Events,,EVENT LASTSTAND_WARP,
Events,Last Stand/Node 17 Events,,EVENT TRUE_LAST_STAND_START_EMERGENCY,
Events,Last Stand/Node 17 Events,,EVENT TRUE_LAST_STAND_START,
Events,Last Stand/Node 17 Events,,EVENT NODE17_FREEMANTIS_GLORY,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_BLOCKADE,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_MILITIA,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_CIVILIANS,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_DISGUISE,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_DEPOT,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_EVACUATIONS,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_EGGMAN,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_FLEETSHIP_ARGUE,[!] 
Events,Last Stand/Node 17 Events,,EVENT DISTRESS_NODE17_RESCUE,[!] 
Events,Last Stand/Node 17 Events,,EVENT DISTRESS_NODE17_DECAYING_ORBIT,[!] 
Events,Last Stand/Node 17 Events,,EVENT DISTRESS_NODE17_FLAMINGFED,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_SPECTATOR,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_ENCOUNTER_REBEL,
Events,Last Stand/Node 17 Events,,EVENT NODE17_ENCOUNTER_AUTO,
Events,Last Stand/Node 17 Events,,EVENT NODE17_ENCOUNTER_PIRATE,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_ENCOUNTER_ENGINEER,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_ENCOUNTER_REBEL_STATION,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_PANDORAS_BOX,[!] 
Events,Last Stand/Node 17 Events,,EVENT NODE17_REPAIR_STATION,
Events,Leech Sector Events,,EVENT FINISH_BEACON_LEECH,
Events,Leech Sector Events,,EVENT NEBULA_LIGHT_LEECH_PSA,[!] 
Events,Leech Sector Events,,EVENT NEBULA_LEECH_LIGHT_CREW,[!] 
Events,Leech Sector Events,,EVENT NEBULA_LEECH_AMPERE_CONVERSION,[!] 
Events,Leech Sector Events,,EVENT LEECH_SPACE_TRASH,[!] 
Events,Leech Sector Events,,EVENT LEECH_MISSION,[!] 
Events,Leech Sector Events,,EVENT LEECH_MINERS,[!] 
Events,Leech Sector Events,,EVENT LEECH_COALITION_FEDUP,[!] 
Events,Leech Sector Events,,EVENT LEECH_TAVERN,[!] 
Events,Leech Sector Events,,EVENT NEBULA_LIGHT_LEECH_GARDEN,[!] 
Events,Leech Sector Events,,EVENT NEBULA_LIGHT_LEECH_LITTERING,[!] 
Events,Leech Sector Events,,EVENT NEBULA_LIGHT_LEECH_DARWIN_FTL,[!] 
Events,Leech Sector Events,,EVENT NEBULA_LIGHT_LEECH_FAKE_STORE,[!] 
Events,Leech Sector Events,,EVENT DISTRESS_LEECH_CARGO_LOST,[!] 
Events,Leech Sector Events,,EVENT DISTRESS_LEECH_ETERNAL_COMATOSE,[!] 
Events,Leech Sector Events,,EVENT DISTRESS_LEECH_GRAPHITI,[!] 
Events,Leech Sector Events,,EVENT NEBULA_LEECH_DELEGATE,[!] 
Events,Leech Sector Events,,EVENT LEECH_DELEGATE_CAMP,
Events,Leech Sector Events,,EVENT NEBULA_LIGHT_ENCOUNTER_LEECH,
Events,Leech Sector Events,,EVENT ENCOUNTER_LEECH_ASTEROID,
Events,Leech Sector Events,,EVENT ENCOUNTER_LEECH_PULSAR,[!] 
Events,Leech Sector Events,,EVENT NEBULA_LIGHT_ENCOUNTER_REVOLUTIONARY,
Events,Leech Sector Events,,EVENT ENCOUNTER_REVOLUTIONARY_ASTEROID,
Events,Leech Sector Events,,EVENT ENCOUNTER_LEECH_ROCK_ASTEROID,
Events,Leech Sector Events,,EVENT NEBULA_LIGHT_ENCOUNTER_LEECH_COALITION,
Events,Leech Sector Events,,EVENT ENCOUNTER_LEECH_COALITION_ASTEROID,
Events,Leech Sector Events,,EVENT ENCOUNTER_LEECH_VAMPWEED,[!] 
Events,Leech Sector Events,,EVENT NEBULA_LIGHT_ENCOUNTER_LEECH_ELITE,[!] 
Events,Leech Sector Events,,EVENT ALKRAM_MEET,
Events,Leech Sector Events,,EVENT TYRDEO_PALACE,
Events,Leech Sector Events,,EVENT LEECH_INQUISITIONER,
Events,Leech Sector Events,,EVENT LEECH_INQUISITIONER_CACHE,
Events,Lost Sun Sector Events,,EVENT FINISH_BEACON_LOSTSUN,
Events,Lost Sun Sector Events,,EVENT LOSTSUN_MISSILES_DRIFT,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_SHRINE,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_CACHE,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_DONATION,[!]
Events,Lost Sun Sector Events,,EVENT ASTEROID_EXPLORE_LOSTSUN,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_CIVILIAN_RESCUE,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_CHALLENGERS,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_PRISONERS,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_ROCK_SPY,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_MANTIS_LOST,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_CHALLENGE,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_ROCK_SETTLEMENT,[!]
Events,Lost Sun Sector Events,,EVENT DISTRESS_LOSTSUN_CIVILIAN,[!]
Events,Lost Sun Sector Events,,EVENT DISTRESS_LOSTSUN_WRECK,[!]
Events,Lost Sun Sector Events,,EVENT DISTRESS_LOSTSUN_COALITION,[!]
Events,Lost Sun Sector Events,,EVENT QUEST_LOSTSUN_DISRUPTION,[!]
Events,Lost Sun Sector Events,,EVENT QUEST_LOSTSUN_DISRUPTION_QUEST,
Events,Lost Sun Sector Events,,EVENT QUEST_LOSTSUN_ESCORT,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_ESCORT_QUEST,
Events,Lost Sun Sector Events,,EVENT ENCOUNTER_LOSTSUN_REGULAR,
Events,Lost Sun Sector Events,,EVENT ENCOUNTER_LOSTSUN_SUN,[!]
Events,Lost Sun Sector Events,,EVENT ENCOUNTER_ROCK_LOSTSUN_REGULAR,
Events,Lost Sun Sector Events,,EVENT ENCOUNTER_LOSTSUN_ROCK_ASTEROID,[!]
Events,Lost Sun Sector Events,,EVENT ENCOUNTER_COALITION_LOSTSUN_1,[!]
Events,Lost Sun Sector Events,,EVENT ENCOUNTER_COALITION_LOSTSUN_2,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_ROCK_CHOICE,
Events,Lost Sun Sector Events,,EVENT BOARDERS_LOSTSUN_FIRE,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_FLEET_UNLOCK1,[!]
Events,Lost Sun Sector Events,,EVENT LOSTSUN_FLEET_UNLOCK2,
Events,Rebel Sector Events,,EVENT FINISH_BEACON_REBEL,
Events,Rebel Sector Events,,EVENT REBEL_TURNCOAT,[!]
Events,Rebel Sector Events,,EVENT REBEL_COWARD,[!]
Events,Rebel Sector Events,,EVENT REBEL_BOOTCAMP,[!]
Events,Rebel Sector Events,,EVENT REBEL_CIRCUS,[!]
Events,Rebel Sector Events,,EVENT REBELHOLD_REMOTE_COLONY,[!]
Events,Rebel Sector Events,,EVENT REBELHOLD_WISTFUL_CITIZEN,[!]
Events,Rebel Sector Events,,EVENT REBELHOLD_AUTO_LOREKEEPER,[!]
Events,Rebel Sector Events,,EVENT AUTO_CIVILIAN,
Events,Rebel Sector Events,,EVENT REBEL_REFUEL_STATION,[!]
Events,Rebel Sector Events,,EVENT AUTO_REFUEL_STATION,[!]
Events,Rebel Sector Events,,EVENT AUTO_DEFENSE_MAP,[!]
Events,Rebel Sector Events,,EVENT AUTO_DEFENSE_ITEM,[!]
Events,Rebel Sector Events,,EVENT AUTO_DEFENSE_RADAR,[!]
Events,Rebel Sector Events,,EVENT BROKEN_REBEL_DRONE,[!]
Events,Rebel Sector Events,,EVENT REBEL_DEFECTOR,[!]
Events,Rebel Sector Events,,EVENT REBEL_DEFECTOR_QUEST_MV,
Events,Rebel Sector Events,,EVENT REBELHOLD_SUPERFISH,[!]
Events,Rebel Sector Events,,EVENT REBELHOLD_ELITE_CHOICE,[!]
Events,Rebel Sector Events,,EVENT REBELHOLD_ARCHIVE,[!]
Events,Rebel Sector Events,,EVENT REBELHOLD_SPEECH,[!]
Events,Rebel Sector Events,,EVENT DISTRESS_REBEL_FLEEING_FROM_RENEGADE,[!]
Events,Rebel Sector Events,,EVENT DISTRESS_REBEL_DISTRACT_CHECKPOINT,[!]
Events,Rebel Sector Events,,EVENT DISTRESS_REBEL_DEPOT_PROBLEM,[!]
Events,Rebel Sector Events,,EVENT DISTRESS_REBELHOLD_POW,[!]
Events,Rebel Sector Events,,EVENT REBEL_CONSTRUCTION_CREW,[!]
Events,Rebel Sector Events,,EVENT QUEST_REBEL_INCOMPLETE_DOCK,
Events,Rebel Sector Events,,EVENT REBEL_COLONY_PRISONBREAK,[!]
Events,Rebel Sector Events,,EVENT QUEST_REBEL_COLONY_PRISONBREAK_JAILER,
Events,Rebel Sector Events,,EVENT QUEST_REBEL_COLONY_PRISONBREAK_FINAL,
Events,Rebel Sector Events,,EVENT ENCOUNTER_REBEL_REGULAR,
Events,Rebel Sector Events,,EVENT ENCOUNTER_REBEL_PULSAR,[!]
Events,Rebel Sector Events,,EVENT ENCOUNTER_REBEL_ASTEROID,[!]
Events,Rebel Sector Events,,EVENT ENCOUNTER_REBEL_SPY,[!]
Events,Rebel Sector Events,,EVENT BOARDERS_REBEL_SHIP,[!]
Events,Rebel Sector Events,,EVENT ENCOUNTER_AUTO_ION,[!]
Events,Rebel Sector Events,,EVENT ENCOUNTER_REBELHOLD_STATION,[!]
Events,Rebel Sector Events,,EVENT ENCOUNTER_REBEL_ELITE,[!]
Events,Rebel Sector Events,,EVENT JERRY_QUEST,[!]
Events,Rebel Sector Events,,EVENT REBELHOLD_FLAGSHIP_SURPRISE,
Events,Rebel Sector Events,,EVENT FLAGSHIP_CONSTRUCTION,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT KNIGHT_CALL_CENTER,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT KNIGHT_ORCHID_LOVER,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT KNIGHT_HEKTAR,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT KNIGHT_AMPERE_HOPEFUL,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_KNIGHT_QUIZ,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_LIGHT_KNIGHT_TRAP,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_KNIGHT_SMUGGLER,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT SLUG_NARCOTICS,
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_KNIGHT_DUEL,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_KNIGHT_COALITION,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_LIGHT_KNIGHT_CHOICE,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_KNIGHT_PROTESTERS,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_KNIGHT_SHAKESPEARE,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_KNIGHT_JAILER,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_DISTRESS_KNIGHT_TAXES,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_DISTRESS_KNIGHT_SHELLSPY,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_ENCOUNTER_KNIGHT,
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_ENCOUNTER_KNIGHT_STORM,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_ENCOUNTER_KNIGHT_CLAIRVOYANT,
Events,Royal Kleptocracy Nebula Events,,EVENT NEBULA_KNIGHT_ENGINES,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT KNIGHT_CLAN,[!]
Events,Royal Kleptocracy Nebula Events,,EVENT KNIGHT_PALACE,[!]
Events,Separatist Sector Events,,EVENT FINISH_BEACON_SEPARATIST,
Events,Separatist Sector Events,,EVENT SEPARATIST_VIRUS_TRAP,[!]
Events,Separatist Sector Events,,EVENT SEPARATIST_WORTHLESS_JUNK,[!]
Events,Separatist Sector Events,,EVENT SEPARATIST_TRAP_SCAN,[!]
Events,Separatist Sector Events,,EVENT SEPARATIST_FREE_CREW,[!]
Events,Separatist Sector Events,,EVENT SEPARATIST_BODY_SCAN,[!]
Events,Separatist Sector Events,,EVENT SEPARATIST_ENGI_CHOICE,[!]
Events,Separatist Sector Events,,EVENT SEPARATIST_BASKETBALL,[!]
Events,Separatist Sector Events,,EVENT SEPARATIST_NANOCLOUD,[!]
Events,Separatist Sector Events,,EVENT SEPARATIST_FLEET_DELAY,[!]
Events,Separatist Sector Events,,EVENT SEPARATIST_DISGUISE,[!]
Events,Separatist Sector Events,,EVENT DISTRESS_SEPARATIST_GHOST,[!]
Events,Separatist Sector Events,,EVENT DISTRESS_SEPARATIST_COMMUNITY_VIRUS,[!]
Events,Separatist Sector Events,,EVENT DISTRESS_SEPARATIST_TRAP_BEACON,[!]
Events,Separatist Sector Events,,EVENT QUEST_SEPARATIST_ENGI_BOUNTY,[!]
Events,Separatist Sector Events,,EVENT QUEST_SEPARATIST_ENGI_BOUNTY_QUEST,
Events,Separatist Sector Events,,EVENT ENCOUNTER_SEPARATIST,
Events,Separatist Sector Events,,EVENT ENCOUNTER_ENGI_SEPARATIST,[!]
Events,Separatist Sector Events,,EVENT ENCOUNTER_MANTIS_SEPARATIST,
Events,Separatist Sector Events,,EVENT ENCOUNTER_ZOLTAN_AUTO_SEPARATIST,[!]
Events,Separatist Sector Events,,EVENT HARMONY_LINK_SEPARATIST,
Events,Stargrove Events,,EVENT FINISH_BEACON_STARGROVE,
Events,Stargrove Events,,EVENT NEBULA_FINISH_BEACON_STARGROVE,
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_ITEMS_TWIN_PULSARS,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_ITEMS_SUN_JUNK,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_PULSAR_RUIN,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_FREE_SCRAP,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_THEOCRACY_RECOVERY,[!]
Events,Stargrove Events,,EVENT NEBULA_STARGROVE_LOSTREBEL,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_CRUSADER_MADROCK,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_LOSTSUN,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_ENGI_SEPARATIST,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_ASTEROID,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_LANIUS_GHOST_STUCK,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_OBELISK_RUIN_CRYSTAL,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_ENGI_DEFENDER,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_FEDTRACKER,
Events,Stargrove Events,,EVENT NEBULA_LIGHT_ENCOUNTER_FEDERATION_STARGROVE,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_ENCOUNTER_PIRATE_ELITE_STARGROVE,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_ENCOUNTER_PIRATE_ELITE_STARGROVE_PULSAR,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_ENCOUNTER_PIRATE_ELITE_STARGROVE_BLUEGIANT,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_ENCOUNTER_VAGABOND_STARGROVE,
Events,Stargrove Events,,EVENT NEBULA_LIGHT_ENCOUNTER_VAGABOND_STARGROVE_BLUEGIANT,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_ENCOUNTER_AUTO_STARGROVE,
Events,Stargrove Events,,EVENT NEBULA_LIGHT_ENCOUNTER_AUTO_STARGROVE_BLUEGIANT,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_LISTENING_POST_QUEST,[!]
Events,Stargrove Events,,EVENT QUEST_STARGROVE_GRAVASTAR,
Events,Stargrove Events,,EVENT STARGROVE_CLEARING_MONK,[!]
Events,Stargrove Events,,EVENT STARGROVE_SEPARATIST_STORE,
Events,Stargrove Events,,EVENT NEBULA_LIGHT_STARGROVE_SMUGGLER_STORE,[!]
Events,Stargrove Events,,EVENT STARGROVE_SAFE_HAVEN,[!]
Events,Stargrove Events,,EVENT NEBULA_LIGHT_QUEST_STARGROVE_AUTO_CRUISER,
Events,Theocracy Sector Events,,EVENT FINISH_BEACON_ROCK,
Events,Theocracy Sector Events,,EVENT ROCK_NEEDSMISSILES,[!]
Events,Theocracy Sector Events,,EVENT ROCK_APOLOGY,[!]
Events,Theocracy Sector Events,,EVENT ROCK_PUNS,[!]
Events,Theocracy Sector Events,,EVENT ROCK_CRYOBSESSION,[!]
Events,Theocracy Sector Events,,EVENT ROCK_ITEM_SONG_CONTEST,[!]
Events,Theocracy Sector Events,,EVENT ROCK_PROPHECY,[!]
Events,Theocracy Sector Events,,EVENT ROCK_TEMPLE,[!]
Events,Theocracy Sector Events,,EVENT ROCK_ASTEROID_DERELICT_SHIP,[!]
Events,Theocracy Sector Events,,EVENT ROCK_WEAPON_MEASURING,[!]
Events,Theocracy Sector Events,,EVENT ROCK_LOOTING_MV,[!]
Events,Theocracy Sector Events,,EVENT ROCK_MANTIS_HUNTER_MV,[!]
Events,Theocracy Sector Events,,EVENT ROCK_MANTIS_FREIGHTER_MV,[!]
Events,Theocracy Sector Events,,EVENT ROCK_ZOLTAN_HELP_MV,[!]
Events,Theocracy Sector Events,,EVENT ROCK_ATHEIST,[!]
Events,Theocracy Sector Events,,EVENT ROCK_LIVE_MINE,[!]
Events,Theocracy Sector Events,,EVENT ROCK_SLUG_ARGUMENT_MV,[!]
Events,Theocracy Sector Events,,EVENT ROCK_RAVINE,[!]
Events,Theocracy Sector Events,,EVENT ROCK_ASTEROID_COLONY,[!]
Events,Theocracy Sector Events,,EVENT ROCK_CRUSADE,[!]
Events,Theocracy Sector Events,,EVENT ROCK_NURSERY_MV,[!]
Events,Theocracy Sector Events,,EVENT DISTRESS_REFUGEE_ROCK,[!]
Events,Theocracy Sector Events,,EVENT DISTRESS_ROCK_DETAINING_ZOLTAN,[!]
Events,Theocracy Sector Events,,EVENT DISTRESS_ROCK_OUTCAST_PREY,[!]
Events,Theocracy Sector Events,,EVENT ROCK_OUTCAST_LOSTSUN,
Events,Theocracy Sector Events,,EVENT ROCK_OUTCAST_ROCK,
Events,Theocracy Sector Events,,EVENT ROCK_OUTCAST_SSLG,
Events,Theocracy Sector Events,,EVENT ROCK_ASTROLOGER,[!]
Events,Theocracy Sector Events,,EVENT QUEST_ASTROLOGER_COMET,
Events,Theocracy Sector Events,,EVENT ROCK_SUN_CHALLENGE,[!]
Events,Theocracy Sector Events,,EVENT ROCK_SUN_CHALLENGE2,
Events,Theocracy Sector Events,,EVENT ROCK_SUN_CHALLENGE3,
Events,Theocracy Sector Events,,EVENT QUEST_ROCK_MARRIAGE_START,[!] ---unused
Events,Theocracy Sector Events,,EVENT ROCK_QUEST_MARRIAGE,#NAME?
Events,Theocracy Sector Events,,EVENT ENCOUNTER_ROCK_REGULAR,
Events,Theocracy Sector Events,,EVENT ROCK_FIGHT_ASTEROID,[!]
Events,Theocracy Sector Events,,EVENT BOARDERS_ROCK_ASTEROID,[!]
Events,Theocracy Sector Events,,EVENT BOARDERS_ROCK_SUN,[!]
Events,Theocracy Sector Events,,EVENT ENCOUNTER_ROCK_HOMEWORLDS_REGULAR,
Events,Theocracy Sector Events,,EVENT ENCOUNTER_LOSTSUN_ROCKHOME,[!]
Events,Theocracy Sector Events,,EVENT ROCK_CRYSTAL_WAYSTONE,
Events,Theocracy Sector Events,,EVENT ENCOUNTER_ROCK_ELITE,[!]
Events,Theocracy Sector Events,,EVENT ROCK_ZOLTAN_PARASITE,[!]
Events,Theocracy Sector Events,,EVENT ROCK_HOMEWORLDS,[!]
Events,Unexplored/Generic Nebula Events,,EVENT FINISH_BEACON_UNEXPLORED,
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_FINISH_BEACON_UNEXPLORED,
Events,Unexplored/Generic Nebula Events,,EVENT UNEXPLORED_FRONTIER,[!]
Events,Unexplored/Generic Nebula Events,,EVENT UNEXPLORED_ORCHID,[!]
Events,Unexplored/Generic Nebula Events,,EVENT UNEXPLORED_SEPARATIST_ONLY,[!]
Events,Unexplored/Generic Nebula Events,,EVENT UNEXPLORED_MAROONED_OUTCASTS,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_FEDERATION_GIFT,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_NEW_PLANET,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_SIGNAL,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_SIGNAL_QUEST,
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_TRADER,
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_LIGHT_PIRATE_STATION,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_STORM_PLATFORM,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_STORM_ITEMS,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_DUEL,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_SLUG_HUNTER,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_WHALE,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_MINE_WRECK,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_REBEL_UNDETECTED_MV,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_PIRATE_SMUGGLE_MV,
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_AUTO_DEFENSE_ITEM_MV,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_LOST_SHIP_MV,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_ROCK_RACIST_MV,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_MANTIS_CHOICE_MV,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_REBEL_CHASE_MV,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_LIGHT_WATER_PLANET,[!]
Events,Unexplored/Generic Nebula Events,,EVENT NEBULA_DISTRESS_DEATH_BY_GAS,[!]
